file,filetime,mtime,ctime,atime,diff
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_143413.jpg,2018-08-23 14:34:13,2019-07-29 11:49:34,2021-06-16 07:13:24.704488,2022-09-17 21:41:44.143984,339 days 21:15:21
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_143415_3.jpg,2018-08-23 14:34:15,2019-07-29 11:49:37,2021-06-16 07:13:26.399955,2022-09-17 21:41:44.121586,339 days 21:15:22
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140610.jpg,2018-08-23 14:06:10,2019-07-29 11:49:10,2021-06-16 07:13:21.157971,2022-09-17 21:41:44.449751,339 days 21:43:00
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140609.jpg,2018-08-23 14:06:09,2019-07-29 11:49:09,2021-06-16 07:13:19.814564,2022-09-17 21:41:44.479866,339 days 21:43:00
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140631.jpg,2018-08-23 14:06:31,2019-07-29 11:49:31,2021-06-16 07:13:24.432216,2022-09-17 21:41:44.162933,339 days 21:43:00
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140620.jpg,2018-08-23 14:06:20,2019-07-29 11:49:22,2021-06-16 07:13:22.262019,2022-09-17 21:41:44.247613,339 days 21:43:02
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140611_1.jpg,2018-08-23 14:06:11,2019-07-29 11:49:14,2021-06-16 07:13:21.323529,2022-09-17 21:41:44.350777,339 days 21:43:03
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140626.jpg,2018-08-23 14:06:26,2019-07-29 11:49:29,2021-06-16 07:13:24.402297,2022-09-17 21:41:44.185064,339 days 21:43:03
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140616.jpg,2018-08-23 14:06:16,2019-07-29 11:49:19,2021-06-16 07:13:21.566878,2022-09-17 21:41:44.300705,339 days 21:43:03
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_140622.jpg,2018-08-23 14:06:22,2019-07-29 11:49:26,2021-06-16 07:13:22.456499,2022-09-17 21:41:44.211995,339 days 21:43:04
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_135103.jpg,2018-08-23 13:51:03,2019-07-29 11:49:03,2021-06-16 07:13:17.799951,2022-09-17 21:41:44.529010,339 days 21:58:00
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_135104.jpg,2018-08-23 13:51:04,2019-07-29 11:49:06,2021-06-16 07:13:17.982463,2022-09-17 21:41:44.505706,339 days 21:58:02
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_135054.jpg,2018-08-23 13:50:54,2019-07-29 11:49:00,2021-06-16 07:13:17.770031,2022-09-17 21:41:44.552711,339 days 21:58:06
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_134854.jpg,2018-08-23 13:48:54,2019-07-29 11:48:51,2021-06-16 07:13:16.500426,2022-09-17 21:41:44.574461,339 days 21:59:57
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_134829.jpg,2018-08-23 13:48:29,2019-07-29 11:48:43,2021-06-16 07:13:16.259071,2022-09-17 21:41:44.588428,339 days 22:00:14
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_134615.jpg,2018-08-23 13:46:15,2019-07-29 11:48:37,2021-06-16 07:13:16.061599,2022-09-17 21:41:44.605121,339 days 22:02:22
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_134607.jpg,2018-08-23 13:46:07,2019-07-29 11:48:34,2021-06-16 07:13:15.896042,2022-09-17 21:41:44.618745,339 days 22:02:27
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_125156.jpg,2018-08-22 12:51:56,2019-07-29 11:48:32,2021-06-16 07:13:15.428293,2022-09-17 21:41:44.637105,340 days 22:56:36
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_124459.jpg,2018-08-22 12:44:59,2019-07-29 11:48:29,2021-06-16 07:13:15.141061,2022-09-17 21:41:44.657674,340 days 23:03:30
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_124304.jpg,2018-08-22 12:43:04,2019-07-29 11:48:28,2021-06-16 07:13:13.991136,2022-09-17 21:41:44.682440,340 days 23:05:24
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_120454.jpg,2018-08-22 12:04:54,2019-07-29 11:48:25,2021-06-16 07:13:13.370795,2022-09-17 21:41:44.698990,340 days 23:43:31
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_120436.jpg,2018-08-22 12:04:36,2019-07-29 11:48:23,2021-06-16 07:13:12.976848,2022-09-17 21:41:44.722682,340 days 23:43:47
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_115732.jpg,2018-08-22 11:57:32,2019-07-29 11:48:21,2021-06-16 07:13:12.736490,2022-09-17 21:41:44.737413,340 days 23:50:49
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_115242.jpg,2018-08-22 11:52:42,2019-07-29 11:48:19,2021-06-16 07:13:12.222864,2022-09-17 21:41:44.778629,340 days 23:55:37
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_113744_1.jpg,2018-08-22 11:37:44,2019-07-29 11:48:17,2021-06-16 07:13:11.208576,2022-09-17 21:41:44.797576,341 days 0:10:33
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_113730.jpg,2018-08-22 11:37:30,2019-07-29 11:48:14,2021-06-16 07:13:10.485510,2022-09-17 21:41:44.819344,341 days 0:10:44
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180822_113715_1.jpg,2018-08-22 11:37:15,2019-07-29 11:48:09,2021-06-16 07:13:10.003798,2022-09-17 21:41:44.839940,341 days 0:10:54
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180821_201132.jpg,2018-08-21 20:11:32,2019-07-29 11:48:07,2021-06-16 07:13:09.972880,2022-09-17 21:41:44.860621,341 days 15:36:35
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_191714.jpg,2018-08-20 19:17:14,2019-07-29 11:48:04,2021-06-16 07:13:09.774411,2022-09-17 21:41:44.876217,342 days 16:30:50
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_190334_1.jpg,2018-08-20 19:03:34,2019-07-29 11:48:01,2021-06-16 07:13:09.713574,2022-09-17 21:41:44.899161,342 days 16:44:27
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_185909.jpg,2018-08-20 18:59:09,2019-07-29 11:47:57,2021-06-16 07:13:08.187654,2022-09-17 21:41:44.914481,342 days 16:48:48
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_185325.jpg,2018-08-20 18:53:25,2019-07-29 11:47:54,2021-06-16 07:13:07.899425,2022-09-17 21:41:44.928950,342 days 16:54:29
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_185312_1.jpg,2018-08-20 18:53:12,2019-07-29 11:47:53,2021-06-16 07:13:07.400759,2022-09-17 21:41:44.949352,342 days 16:54:41
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_184818.jpg,2018-08-20 18:48:18,2019-07-29 11:47:50,2021-06-16 07:13:07.019777,2022-09-17 21:41:44.965385,342 days 16:59:32
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_183802.jpg,2018-08-20 18:38:02,2019-07-29 11:47:47,2021-06-16 07:13:06.747505,2022-09-17 21:41:44.987377,342 days 17:09:45
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_174731_1.jpg,2018-08-20 17:47:31,2019-07-29 11:47:42,2021-06-16 07:13:06.142124,2022-09-17 21:41:45.001650,342 days 18:00:11
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_174250.jpg,2018-08-20 17:42:50,2019-07-29 11:47:40,2021-06-16 07:13:05.704295,2022-09-17 21:41:45.021569,342 days 18:04:50
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_174203.jpg,2018-08-20 17:42:03,2019-07-29 11:47:38,2021-06-16 07:13:05.097916,2022-09-17 21:41:45.040214,342 days 18:05:35
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_174200.jpg,2018-08-20 17:42:00,2019-07-29 11:47:36,2021-06-16 07:13:04.857558,2022-09-17 21:41:45.058406,342 days 18:05:36
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_174142.jpg,2018-08-20 17:41:42,2019-07-29 11:47:33,2021-06-16 07:13:04.325980,2022-09-17 21:41:45.075081,342 days 18:05:51
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_174129.jpg,2018-08-20 17:41:29,2019-07-29 11:47:30,2021-06-16 07:13:03.782434,2022-09-17 21:41:45.090644,342 days 18:06:01
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_173940_1.jpg,2018-08-20 17:39:40,2019-07-29 11:47:27,2021-06-16 07:13:03.631836,2022-09-17 21:41:45.103893,342 days 18:07:47
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_173720.jpg,2018-08-20 17:37:20,2019-07-29 11:47:25,2021-06-16 07:13:03.204978,2022-09-17 21:41:45.124283,342 days 18:10:05
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_172208.jpg,2018-08-20 17:22:08,2019-07-29 11:47:23,2021-06-16 07:13:02.415090,2022-09-17 21:41:45.142355,342 days 18:25:15
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_172108.jpg,2018-08-20 17:21:08,2019-07-29 11:47:21,2021-06-16 07:13:00.667762,2022-09-17 21:41:45.158256,342 days 18:26:13
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_171454.jpg,2018-08-20 17:14:54,2019-07-29 11:47:19,2021-06-16 07:13:00.503203,2022-09-17 21:41:45.177238,342 days 18:32:25
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_171326.jpg,2018-08-20 17:13:26,2019-07-29 11:47:18,2021-06-16 07:13:00.395490,2022-09-17 21:41:45.191144,342 days 18:33:52
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_165747.jpg,2018-08-20 16:57:47,2019-07-29 11:47:16,2021-06-16 07:12:59.823021,2022-09-17 21:41:45.209562,342 days 18:49:29
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_165305.jpg,2018-08-20 16:53:05,2019-07-29 11:47:14,2021-06-16 07:12:59.037123,2022-09-17 21:41:45.221281,342 days 18:54:09
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_165218.jpg,2018-08-20 16:52:18,2019-07-29 11:47:11,2021-06-16 07:12:58.538456,2022-09-17 21:41:45.239325,342 days 18:54:53
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_165148.jpg,2018-08-20 16:51:48,2019-07-29 11:47:10,2021-06-16 07:12:57.250899,2022-09-17 21:41:45.262189,342 days 18:55:22
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_165131.jpg,2018-08-20 16:51:31,2019-07-29 11:47:08,2021-06-16 07:12:56.873907,2022-09-17 21:41:45.275600,342 days 18:55:37
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164948.jpg,2018-08-20 16:49:48,2019-07-29 11:47:06,2021-06-16 07:12:56.522846,2022-09-17 21:41:45.294840,342 days 18:57:18
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164930.jpg,2018-08-20 16:49:30,2019-07-29 11:47:05,2021-06-16 07:12:55.765870,2022-09-17 21:41:45.314842,342 days 18:57:35
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164856.jpg,2018-08-20 16:48:56,2019-07-29 11:47:02,2021-06-16 07:12:54.234963,2022-09-17 21:41:45.346857,342 days 18:58:06
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164857.jpg,2018-08-20 16:48:57,2019-07-29 11:47:04,2021-06-16 07:12:55.569396,2022-09-17 21:41:45.331145,342 days 18:58:07
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164619.jpg,2018-08-20 16:46:19,2019-07-29 11:47:01,2021-06-16 07:12:54.067411,2022-09-17 21:41:45.369046,342 days 19:00:42
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164447.jpg,2018-08-20 16:44:47,2019-07-29 11:46:58,2021-06-16 07:12:53.466019,2022-09-17 21:41:45.387528,342 days 19:02:11
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164400.jpg,2018-08-20 16:44:00,2019-07-29 11:46:55,2021-06-16 07:12:53.223668,2022-09-17 21:41:45.407774,342 days 19:02:55
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164353.jpg,2018-08-20 16:43:53,2019-07-29 11:46:53,2021-06-16 07:12:51.759583,2022-09-17 21:41:45.427177,342 days 19:03:00
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_164032.jpg,2018-08-20 16:40:32,2019-07-29 11:46:51,2021-06-16 07:12:51.653866,2022-09-17 21:41:45.447729,342 days 19:06:19
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_163034.jpg,2018-08-20 16:30:34,2019-07-29 11:46:50,2021-06-16 07:12:51.502270,2022-09-17 21:41:45.461669,342 days 19:16:16
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_161334.jpg,2018-08-20 16:13:34,2019-07-29 11:46:47,2021-06-16 07:12:50.517902,2022-09-17 21:41:45.475075,342 days 19:33:13
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_160746_1.jpg,2018-08-20 16:07:46,2019-07-29 11:46:45,2021-06-16 07:12:48.233012,2022-09-17 21:41:45.487620,342 days 19:38:59
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_160607.jpg,2018-08-20 16:06:07,2019-07-29 11:46:43,2021-06-16 07:12:48.021578,2022-09-17 21:41:45.503853,342 days 19:40:36
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_160412.jpg,2018-08-20 16:04:12,2019-07-29 11:46:41,2021-06-16 07:12:47.945781,2022-09-17 21:41:45.523944,342 days 19:42:29
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_160407.jpg,2018-08-20 16:04:07,2019-07-29 11:46:39,2021-06-16 07:12:47.552831,2022-09-17 21:41:45.539613,342 days 19:42:32
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_160057.jpg,2018-08-20 16:00:57,2019-07-29 11:46:37,2021-06-16 07:12:47.492992,2022-09-17 21:41:45.560032,342 days 19:45:40
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_155851.jpg,2018-08-20 15:58:51,2019-07-29 11:46:34,2021-06-16 07:12:47.174842,2022-09-17 21:41:45.581069,342 days 19:47:43
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_154243.jpg,2018-08-20 15:42:43,2019-07-29 11:46:30,2021-06-16 07:12:45.916207,2022-09-17 21:41:45.626184,342 days 20:03:47
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_154233.jpg,2018-08-20 15:42:33,2019-07-29 11:46:29,2021-06-16 07:12:45.521263,2022-09-17 21:41:45.647502,342 days 20:03:56
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_154052.jpg,2018-08-20 15:40:52,2019-07-29 11:46:28,2021-06-16 07:12:44.088097,2022-09-17 21:41:45.667149,342 days 20:05:36
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_153630.jpg,2018-08-20 15:36:30,2019-07-29 11:46:25,2021-06-16 07:12:43.606385,2022-09-17 21:41:45.679527,342 days 20:09:55
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_152910.jpg,2018-08-20 15:29:10,2019-07-29 11:46:24,2021-06-16 07:12:43.440826,2022-09-17 21:41:45.725140,342 days 20:17:14
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_152434.jpg,2018-08-20 15:24:34,2019-07-29 11:46:17,2021-06-16 07:12:41.569830,2022-09-17 21:41:45.770036,342 days 20:21:43
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_152436_1.jpg,2018-08-20 15:24:36,2019-07-29 11:46:21,2021-06-16 07:12:42.038576,2022-09-17 21:41:45.747895,342 days 20:21:45
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_152354.jpg,2018-08-20 15:23:54,2019-07-29 11:46:13,2021-06-16 07:12:40.922561,2022-09-17 21:41:45.791001,342 days 20:22:19
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_152316.jpg,2018-08-20 15:23:16,2019-07-29 11:46:11,2021-06-16 07:12:40.667243,2022-09-17 21:41:45.804899,342 days 20:22:55
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_152228.jpg,2018-08-20 15:22:28,2019-07-29 11:46:09,2021-06-16 07:12:40.530608,2022-09-17 21:41:45.820059,342 days 20:23:41
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_150418.jpg,2018-08-20 15:04:18,2019-07-29 11:46:07,2021-06-16 07:12:40.121702,2022-09-17 21:41:45.843768,342 days 20:41:49
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_150212.jpg,2018-08-20 15:02:12,2019-07-29 11:46:02,2021-06-16 07:12:38.459147,2022-09-17 21:41:45.925595,342 days 20:43:50
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_150213.jpg,2018-08-20 15:02:13,2019-07-29 11:46:05,2021-06-16 07:12:38.939862,2022-09-17 21:41:45.905208,342 days 20:43:52
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_145529.jpg,2018-08-20 14:55:29,2019-07-29 11:46:01,2021-06-16 07:12:37.585485,2022-09-17 21:41:45.965399,342 days 20:50:32
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_145350.jpg,2018-08-20 14:53:50,2019-07-29 11:45:59,2021-06-16 07:12:36.953174,2022-09-17 21:41:45.981186,342 days 20:52:09
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_145346_1.jpg,2018-08-20 14:53:46,2019-07-29 11:45:57,2021-06-16 07:12:36.285958,2022-09-17 21:41:46.002967,342 days 20:52:11
X:\OneDrive\Pictures\Chillin' with friends\IMG_20160609_232436.jpg,2016-06-09 23:24:36,2017-05-19 17:35:23,2021-06-16 06:59:36.145044,2022-09-17 21:39:11.412665,343 days 18:10:47
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180819_102619.jpg,2018-08-19 10:26:19,2019-07-29 11:45:54,2021-06-16 07:12:34.835836,2022-09-17 21:41:46.022711,344 days 1:19:35
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_222937.jpg,2018-08-18 22:29:37,2019-07-29 11:45:52,2021-06-16 07:12:34.074871,2022-09-17 21:41:46.046458,344 days 13:16:15
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_222934.jpg,2018-08-18 22:29:34,2019-07-29 11:45:50,2021-06-16 07:12:33.091501,2022-09-17 21:41:46.074569,344 days 13:16:16
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_222922.jpg,2018-08-18 22:29:22,2019-07-29 11:45:44,2021-06-16 07:12:30.782674,2022-09-17 21:41:46.175948,344 days 13:16:22
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_222923.jpg,2018-08-18 22:29:23,2019-07-29 11:45:45,2021-06-16 07:12:31.474823,2022-09-17 21:41:46.109238,344 days 13:16:22
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_222919.jpg,2018-08-18 22:29:19,2019-07-29 11:45:42,2021-06-16 07:12:29.297645,2022-09-17 21:41:46.201070,344 days 13:16:23
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_162640.jpg,2018-08-18 16:26:40,2019-07-29 11:45:38,2021-06-16 07:12:26.722531,2022-09-17 21:41:46.240755,344 days 19:18:58
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_162641_1.jpg,2018-08-18 16:26:41,2019-07-29 11:45:40,2021-06-16 07:12:28.558621,2022-09-17 21:41:46.218611,344 days 19:18:59
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_154422.jpg,2018-08-18 15:44:22,2019-07-29 11:45:36,2021-06-16 07:12:26.692611,2022-09-17 21:41:46.263724,344 days 20:01:14
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_140313.jpg,2018-08-18 14:03:13,2019-07-29 11:45:34,2021-06-16 07:12:25.712233,2022-09-17 21:41:46.282037,344 days 21:42:21
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180818_125838.jpg,2018-08-18 12:58:38,2019-07-29 11:45:32,2021-06-16 07:12:25.337235,2022-09-17 21:41:46.300013,344 days 22:46:54
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180817_165058.jpg,2018-08-17 16:50:58,2019-07-29 11:45:30,2021-06-16 07:12:25.096879,2022-09-17 21:41:46.325007,345 days 18:54:32
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180817_164701.jpg,2018-08-17 16:47:01,2019-07-29 11:45:28,2021-06-16 07:12:24.734846,2022-09-17 21:41:46.338947,345 days 18:58:27
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180817_101858.jpg,2018-08-17 10:18:58,2019-07-29 11:45:27,2021-06-16 07:12:22.420036,2022-09-17 21:41:46.360771,346 days 1:26:29
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180817_101851.jpg,2018-08-17 10:18:51,2019-07-29 11:45:25,2021-06-16 07:12:21.646105,2022-09-17 21:41:46.385598,346 days 1:26:34
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_175024.jpg,2018-08-16 17:50:24,2019-07-29 11:45:23,2021-06-16 07:12:20.933012,2022-09-17 21:41:46.409420,346 days 17:54:59
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_175015.jpg,2018-08-16 17:50:15,2019-07-29 11:45:20,2021-06-16 07:12:20.902095,2022-09-17 21:41:46.433805,346 days 17:55:05
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_164650.jpg,2018-08-16 16:46:50,2019-07-29 11:45:16,2021-06-15 23:56:39.571385,2022-09-17 21:41:46.489787,346 days 18:58:26
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_164651.jpg,2018-08-16 16:46:51,2019-07-29 11:45:18,2021-06-15 23:56:21.521931,2022-09-17 21:41:46.469442,346 days 18:58:27
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20180306_205854.jpg,2018-03-06 20:58:54,2019-03-07 20:04:43,2021-06-16 07:04:33.361292,2022-09-17 21:39:56.970747,365 days 23:05:49
X:\OneDrive\Pictures\Laura ♥\[2018-02-23] Planetarium\IMG_20180223_205412.jpg,2018-02-23 20:54:12,2019-03-07 20:04:25,2021-06-16 07:04:30.680461,2022-09-17 21:39:25.009506,376 days 23:10:13
X:\OneDrive\Pictures\Laura ♥\[2018-02-23] Planetarium\IMG_20180223_205418.jpg,2018-02-23 20:54:18,2019-03-07 20:04:33,2021-06-16 07:04:30.982653,2022-09-17 21:39:24.984749,376 days 23:10:15
X:\OneDrive\Pictures\Chillin' with friends\IMG_20160503_110214.jpg,2016-05-03 11:02:14,2017-05-19 17:35:23,2021-06-16 06:59:36.702554,2022-09-17 21:39:11.433848,381 days 6:33:09
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180127_012816.jpg,2018-01-27 01:28:16,2019-02-19 01:31:01,2021-06-16 07:03:19.546672,2022-09-17 21:39:10.732959,388 days 0:02:45
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180127_012817.jpg,2018-01-27 01:28:17,2019-02-19 01:31:17,2021-06-16 07:03:20.094208,2022-09-17 21:39:10.705855,388 days 0:03:00
X:\OneDrive\Pictures\[2016-03] 18ter Geburtstag\IMG_20160412_192006.jpg,2016-04-12 19:20:06,2017-05-19 17:35:23,2021-06-16 01:11:15.798657,2022-09-17 21:43:27.819647,401 days 22:15:17
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180127_012821.jpg,2018-01-27 01:28:21,2019-03-07 20:03:50,2021-06-16 07:04:26.792856,2022-09-17 21:39:10.670115,404 days 18:35:29
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180127_012829.jpg,2018-01-27 01:28:29,2019-03-07 20:03:59,2021-06-16 07:04:27.171843,2022-09-17 21:39:10.646043,404 days 18:35:30
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180127_012830.jpg,2018-01-27 01:28:30,2019-03-07 20:04:16,2021-06-16 07:04:27.491987,2022-09-17 21:39:10.623158,404 days 18:35:46
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_153917.jpg,2018-01-05 15:39:17,2019-02-19 01:30:15,2021-06-16 05:17:06.380877,2022-09-17 21:41:52.689040,409 days 9:50:58
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_131725.jpg,2018-01-05 13:17:25,2019-02-18 23:41:08,2021-06-16 03:48:57.836303,2022-09-17 21:41:53.500049,409 days 10:23:43
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_131456.jpg,2018-01-05 13:14:56,2019-02-18 23:38:59,2021-06-16 05:16:50.622016,2022-09-17 21:41:53.524645,409 days 10:24:03
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_131426.jpg,2018-01-05 13:14:26,2019-02-18 23:38:48,2021-06-16 05:16:50.560182,2022-09-17 21:41:53.540832,409 days 10:24:22
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_131335.jpg,2018-01-05 13:13:35,2019-02-18 23:38:37,2021-06-16 07:03:12.653105,2022-09-17 21:41:53.555552,409 days 10:25:02
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_131323.jpg,2018-01-05 13:13:23,2019-02-18 23:38:26,2021-06-16 07:03:12.395793,2022-09-17 21:41:53.572111,409 days 10:25:03
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_140925.jpg,2018-01-05 14:09:25,2019-02-19 01:29:56,2021-06-16 05:17:05.640857,2022-09-17 21:41:52.714157,409 days 11:20:31
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_140909.jpg,2018-01-05 14:09:09,2019-02-19 01:29:43,2021-06-16 05:17:05.291790,2022-09-17 21:41:52.739003,409 days 11:20:34
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_140854.jpg,2018-01-05 14:08:54,2019-02-19 01:29:30,2021-06-16 05:17:05.137203,2022-09-17 21:41:52.760343,409 days 11:20:36
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180105_140802.jpg,2018-01-05 14:08:02,2019-02-19 01:29:08,2021-06-16 05:17:08.996905,2022-09-17 21:41:52.780714,409 days 11:21:06
